acid,MG,ST,FC,P_CLR,P_FRM,P_DENS,POD,SC_L,SC_CLR,H_CLR,protein,oil,Linoleic,Linolenic,eno,R1,R8,Hgt,Mat,Ldg,SQ,SdWgt,Yield,CommonName
PI532466A,IV,D,P,G,E,Ssp,Br,I,Y,Y,46.7,18.6,52.6,7.8,492170.0,723.0,1011.0,70.0,1011.0,1.8,1.8,22.3,2.54,
PI532466B,IV,D,P,G,E,Ssp,Br,I,Y,Y,47.6,17.9,50.5,9.5,492170.0,803.0,1014.0,92.0,1014.0,3.0,3.0,18.4,1.62,
PI532467,0,D,P,T,E,Ssp,Br,I,Y,Br,43.4,18.9,46.1,8.6,492169.0,626.0,822.0,42.0,822.0,1.0,1.8,25.1,1.7,Hidaka
PI532468,I,D,W,G,Sa,Ssp,Br,D,Gn,Lbf,45.5,19.5,45.8,6.3,492170.0,709.0,908.0,38.0,908.0,1.0,3.3,25.4,1.96,Karikachi 3
PI532469,I,D,W,T,E,Ssp,Br,D,Gn,Bl,42.9,23.1,42.7,5.5,492170.0,707.0,904.0,34.0,904.0,1.0,2.8,21.7,2.05,Kitamidori
PI532471,I,D,W,G,E,N,Br,D,Gn,Gn,43.0,21.3,38.8,5.2,492170.0,709.0,911.0,48.0,911.0,1.0,2.5,24.5,1.32,Shiretoko
PI532472,II,D,W,G,E,Ssp,Br,I,Gn,Lbf,42.3,21.6,48.1,5.9,492170.0,701.0,912.0,36.0,912.0,1.0,2.3,28.5,2.06,Soya
PI532473,II,D,W,G,E,Ssp,Br,I,Y,Y,43.3,20.1,52.5,7.4,492170.0,710.0,920.0,54.0,920.0,1.0,2.3,35.5,1.38,Tsurunoko
PI533602,VI,D,P,T,Sa,N,Tn,I,Y,Br,43.9,18.7,57.7,7.7,491453.0,725.0,1013.0,108.0,1013.0,3.0,2.0,7.8,0.85,Lloyd
PI533604,VI,D,W,T,E,N,Tn,S,Y,Bl,44.5,18.2,58.3,7.8,491453.0,726.0,1014.0,72.0,1014.0,3.0,2.0,10.5,1.25,Lamar
PI533605,V,D,W,T,Sa,N,Tn,I,Lgn,Bl,37.4,18.4,54.9,6.1,492374.0,701.0,924.0,88.0,924.0,2.5,1.8,9.1,2.74,Cordell
PI535807,VIII,D,P,T,Sa,N,Tn,D,Y,Br,43.5,17.1,57.7,9.1,491454.0,810.0,1029.0,107.0,1029.0,3.5,2.0,9.4,2.18,Crockett
PI536009,VII,D,P,T,E,N,Tn,S,Y,Bl,43.1,19.3,54.4,7.4,491454.0,722.0,1017.0,102.0,1017.0,1.5,2.0,14.6,2.74,Colquitt
PI536547B,III,D,W,G,E,Ssp,Br,I,Gn,Gn,44.9,19.8,49.4,7.3,492170.0,716.0,928.0,69.0,928.0,2.0,3.0,30.5,2.13,Ryokkoh
PI536547C,III,D,W,G,E,Ssp,Br,I,Gn,Gn,46.9,19.5,52.8,7.7,492170.0,715.0,923.0,76.0,923.0,1.5,2.8,29.8,2.0,Ryokkoh
PI536635,III,D,W,T,E,N,Tn,S,Y,Bl,45.2,21.1,55.7,6.6,10002.0,713.0,929.0,46.0,929.0,1.1,1.8,19.2,3.71,Sprite
PI536636,IV,D,P,G,E,N,Tn,I,Y,Bf,38.6,21.0,58.9,8.8,26002.0,716.0,1002.0,69.0,1002.0,1.3,1.3,12.5,4.42,Ripley
PI536637,VIII,D,P,T,A,N,Tn,I,Y,Bl,44.5,18.5,56.0,6.9,491454.0,809.0,1029.0,124.0,1029.0,2.0,3.0,15.8,2.58,Perrin
PI538377,III,D,P,G,A,Sp,Tn,I,Y,Bf,46.1,18.7,52.6,7.4,492170.0,726.0,924.0,38.0,924.0,1.5,1.8,10.1,0.75,Niou mao huang
PI538381,III,D,P,G,A,N,Tn,I,Y,Ib,49.0,17.2,51.4,7.3,492170.0,728.0,927.0,48.0,927.0,2.0,2.8,19.4,0.99,Wu ji da huang dou
PI538390,III,D,Dp,T,Sa,N,Br,I,Y,Br,45.9,20.5,53.1,7.1,492170.0,720.0,921.0,66.0,921.0,1.3,2.3,13.3,1.54,Mikado
PI538395,0,D,W,G,E,N,Tn,S,Y,Bf,42.0,18.7,45.7,7.5,492169.0,702.0,914.0,79.0,914.0,2.0,1.3,15.8,2.3,Jilin 13
PI538397,II,D,W,G,E,N,Dbr,S,Y,Bf,43.4,22.5,55.2,6.1,492170.0,706.0,911.0,74.0,911.0,1.8,1.8,16.9,3.2,Jiu nong No. 2
PI538402B,VII,D,W,T,A,N,Br,I,Y,Br,43.6,18.9,47.4,5.7,492323.0,712.0,1026.0,118.0,1026.0,5.0,3.3,12.8,0.25,AV 68
PI538403,I,D,W,G,A,N,Br,D,Y,Y,44.3,18.2,51.8,10.9,492169.0,714.0,924.0,40.0,924.0,1.0,1.0,32.9,1.86,Kegon
PI538404,0,D,P,T,E,Ssp,Br,I,Y,Br,41.7,19.5,47.9,9.1,492169.0,703.0,906.0,54.0,906.0,2.0,1.0,26.1,1.89,Natsunoka
PI538405,I,D,W,T,E,Ssp,Br,D,Gn,Bl,40.5,19.1,49.2,10.2,492169.0,704.0,917.0,56.0,917.0,1.5,1.0,28.9,2.2,Oosodefuri
PI538406,0,D,W,G,E,Ssp,Br,D,Gn,Lbf,40.6,18.4,42.6,9.8,492169.0,630.0,905.0,34.0,905.0,1.0,1.3,32.0,1.49,Sapporo Midori
PI538407,I,D,W,G,E,N,Br,D,Gn,Lbf,41.1,21.7,41.1,5.5,492170.0,708.0,907.0,39.0,907.0,1.0,2.5,25.4,2.0,Shirofumi
PI538408,0,D,W,G,Sa,Ssp,Br,D,Gn,Lbf,42.5,18.3,46.5,10.6,492169.0,704.0,906.0,37.0,906.0,1.0,1.0,30.1,1.31,Shirofusa
PI538409,I,D,P,G,E,N,Br,I,Y,Y,41.8,20.3,48.5,9.8,492169.0,713.0,919.0,52.0,919.0,2.0,1.3,36.3,2.34,Shironomai
PI538410A,I,D,W,G,E,Ssp,Br,D,Gn,Bf,40.7,19.5,45.5,9.4,492169.0,713.0,919.0,56.0,919.0,2.0,1.0,31.3,2.48,Tengamine
PI538410B,I,D,W,G,E,N,Br,D,Gn,Bf,40.2,19.5,42.3,9.6,492169.0,712.0,918.0,61.0,918.0,2.0,1.0,31.5,2.56,Tengamine
PI540551,III,D,W,T,E,N,Tn,S,Y,Bl,37.8,23.0,58.3,6.7,25002.0,624.0,917.0,53.0,917.0,1.0,2.8,14.5,3.53,Hobbit
PI540552,II,D,P,T,E,N,Tn,S,Y,Bl,40.6,21.4,59.1,6.0,25002.0,619.0,907.0,47.0,907.0,1.0,2.3,13.1,3.32,Hoyt
PI540739,I,D,W,T,E,N,Dbr,D,Gn,Lbr,45.8,21.5,52.2,5.4,492170.0,707.0,912.0,53.0,912.0,1.0,2.0,18.3,2.32,An tu bai chang lu dou
PI540740,I,D,W,T,E,N,Br,D,Gn,Bl,40.4,18.4,50.0,10.2,492169.0,715.0,917.0,54.0,917.0,2.0,1.0,28.5,2.36,Hatsutaka
PI542045,II,D,P,G,E,N,Tn,S,Y,Lbf,40.1,18.4,55.8,7.7,492170.0,717.0,917.0,54.0,917.0,1.3,1.8,7.5,2.74,IL1
PI542046,III,D,P,G,E,N,Tn,D,Y,Lbf,44.5,19.1,55.7,8.3,492170.0,723.0,1004.0,76.0,1004.0,1.3,1.5,10.2,3.41,IL2
PI542712,VI,D,P,T,A,N,Tn,S,Y,Bl,41.5,19.7,54.8,7.2,491453.0,724.0,1011.0,90.0,1011.0,2.0,2.3,10.4,1.97,Bryan
PI543794,IV,D,P,T,E,N,Tn,D,Y,Lbr,43.5,19.4,54.7,9.1,492170.0,807.0,1031.0,107.0,1031.0,2.5,2.5,14.6,2.15,Delsoy 4900
PI543795,V,D,W,T,Sa,N,Br,S,Lgn,Bl,42.0,19.4,57.6,7.1,492374.0,623.0,925.0,62.0,925.0,1.5,1.8,12.2,3.24,Hartwig
PI543856,IV,D,P,T,E,N,Tn,S,Y,Bl,41.1,21.4,56.4,8.4,26002.0,709.0,1005.0,56.0,1005.0,1.2,1.4,16.5,3.66,Pixie
PI543857,II,D,P,T,E,N,Tn,S,Y,Bl,41.4,20.8,57.1,6.2,25002.0,622.0,910.0,51.0,910.0,1.0,2.5,14.7,3.35,Gnome 85
PI544354,V,D,P,T,Sa,N,Tn,D,Lgn,Bl,41.1,19.7,58.8,7.1,492374.0,629.0,925.0,68.0,925.0,2.5,2.0,11.6,3.13,Walters
PI546373,III,D,W,T,E,N,Tn,S,Y,Bl,39.6,22.0,58.2,7.0,26002.0,707.0,1002.0,60.0,1002.0,1.1,2.0,16.7,3.75,Hobbit 87
PI546374,III,D,W,T,E,N,Tn,S,Y,Bl,40.0,22.1,56.2,7.3,26002.0,707.0,1002.0,62.0,1002.0,1.4,1.5,16.5,3.93,Sprite 87
PI548296,0,D,W,T,E,N,Br,S,Y,Rbr,46.9,17.8,52.6,7.2,11001.0,703.0,902.0,56.0,902.0,2.5,3.0,27.8,1.16,Agate
PI548301,IV,D,P,G,E,Ssp,Br,D,Gn,Bf,41.6,17.8,59.6,10.0,11003.0,728.0,1022.0,66.0,1022.0,3.8,2.5,24.8,1.53,Aoda
PI548302,II,D,P,G,E,N,Br,D,Y,Y,39.4,19.7,43.9,7.8,11003.0,711.0,917.0,51.0,917.0,1.2,2.5,18.9,2.0,Bansei
PI548307,0,D,P,T,E,Ssp,Br,D,Gn,Bl,42.6,20.5,49.8,6.6,10002.0,703.0,831.0,31.0,831.0,1.0,3.5,24.1,1.77,Blackeye
PI548310,I,D,P,T,E,Ssp,Br,D,Bl,Bl,41.5,21.5,44.0,7.0,11002.0,707.0,906.0,53.0,906.0,1.3,2.3,22.7,1.53,Burwell
PI548315,III,D,W,G,Sa,Sp,Tn,D,Y,Y,44.8,18.4,50.0,10.0,11003.0,721.0,1003.0,76.0,1003.0,3.5,3.0,26.3,1.88,Chusei
PI548321,IV,D,P,Lt,E,N,Br,S,Bl,Bl,45.5,16.4,52.7,9.2,11003.0,801.0,1015.0,104.0,1015.0,3.9,2.0,10.9,2.55,Ebony
PI548323,IV,D,P,G,E,Ssp,Br,D,Y,Y,42.1,19.6,47.7,13.2,11003.0,724.0,1013.0,91.0,1013.0,4.3,3.0,24.8,2.19,Emperor
PI548324,II,D,P,G,E,N,Br,D,Y,Y,40.8,19.8,44.7,7.2,11002.0,709.0,911.0,51.0,911.0,1.4,3.8,22.5,1.74,Etum
PI548326,III,D,W,T,E,N,Br,S,Gn,Bl,42.0,21.7,56.3,8.9,11003.0,721.0,930.0,79.0,930.0,2.5,2.0,16.0,2.62,Fuji
PI548327,IV,D,P,G,E,N,Br,D,Y,Y,42.1,19.8,50.5,9.2,11003.0,721.0,1010.0,94.0,1010.0,3.5,2.8,25.1,2.21,Funk Delicious
PI548331,II,D,W,G,E,N,Tn,D,Y,Bf,43.4,17.2,45.8,7.9,11002.0,718.0,914.0,76.0,914.0,2.1,2.5,15.1,1.7,Goku
PI548334,IV,D,P,T,E,N,Br,D,Gn,Bl,42.5,18.1,58.4,8.9,11003.0,807.0,1026.0,81.0,1026.0,4.5,2.8,23.7,2.02,Green and Black
PI548337,IV,D,P,T,E,N,Br,S,Gn,Br,45.9,15.7,59.7,8.3,10004.0,709.0,1006.0,31.0,1006.0,1.0,3.3,21.7,2.14,Hahto [Michigan]
PI548338,II,D,W,T,E,Ssp,Br,S,Gn,Bl,42.6,19.9,46.6,6.2,11002.0,709.0,919.0,48.0,919.0,1.4,3.5,27.9,1.62,Hakote
PI548341,0,D,P,T,E,N,Br,S,Gn,Bl,50.9,16.3,45.3,7.2,11001.0,705.0,831.0,46.0,831.0,2.0,3.5,18.4,0.69,Hidatsa
PI548342,IV,D,P,G,A,N,Tn,D,Y,Bf,41.2,19.3,52.2,9.6,11003.0,725.0,1006.0,53.0,1006.0,2.0,2.5,23.5,2.52,Higan
PI548343,IV,D,W,G,E,N,Br,D,Y,Y,43.2,20.0,52.0,9.1,11003.0,718.0,1004.0,81.0,1004.0,3.3,3.0,20.9,2.44,Hokkaido
PI548346,IV,D,P,T,E,N,Br,D,Y,Br,39.3,18.2,54.5,12.0,11003.0,801.0,1017.0,79.0,1017.0,3.4,2.0,14.7,2.22,Hurrelbrink
PI548347,III,D,W,G,E,N,Tn,D,Y,Lbf,43.1,18.8,54.0,8.4,11003.0,717.0,1003.0,84.0,1003.0,3.5,1.8,16.8,2.87,Illington
PI548350,IV,D,P,G,E,N,Br,I,Y,Y,43.3,19.8,51.2,11.5,11003.0,727.0,1012.0,69.0,1012.0,3.6,3.5,31.8,2.05,Imperial
PI548351,IV,D,W,G,E,N,Br,S,Y,Bf,45.2,18.4,52.5,10.9,11003.0,728.0,1023.0,66.0,1023.0,3.6,2.0,32.8,2.16,Jefferson
PI548352,III,D,W,G,E,N,Br,D,Y,Y,41.4,21.1,52.9,9.2,11003.0,718.0,1004.0,69.0,1004.0,2.5,3.0,25.4,2.74,Jogun
PI548353,III,D,W,G,E,Ssp,Br,D,Y,Y,43.7,19.6,53.8,7.1,10002.0,717.0,928.0,71.0,928.0,1.3,3.0,24.2,3.03,Jogun [Ames]
PI548356,II,D,P,G,E,N,Br,I,Y,Y,41.4,19.9,45.0,6.9,11002.0,711.0,913.0,61.0,913.0,1.4,3.3,22.4,2.0,Kanro
PI548357,II,D,P,G,E,N,Br,D,Y,Y,41.7,20.9,47.0,7.2,11002.0,710.0,914.0,64.0,914.0,1.4,3.3,18.7,2.29,Kanum
PI548358,IV,D,W,T,E,N,Bl,S,Bl,Bl,41.5,20.0,52.2,8.4,11003.0,725.0,1016.0,66.0,1016.0,3.0,2.0,8.0,1.84,Kingston
PI548361,III,D,W,T,E,Sp,Br,S,Gn,Bl,44.5,19.7,55.3,7.5,11003.0,712.0,929.0,48.0,929.0,1.6,2.5,31.0,1.86,Kura
PI548385,I,D,P,G,E,N,Br,D,Y,Y,41.6,19.5,47.6,8.5,11002.0,708.0,909.0,56.0,909.0,1.5,3.3,16.7,1.94,Mendota
PI548386,IV,D,P,T,E,N,Br,S,Y,Br,43.5,17.2,52.5,9.6,11003.0,801.0,1014.0,84.0,1014.0,3.4,2.5,11.6,1.87,Midwest
PI548387,III,D,P,G,E,N,Tn,S,Y,Bf,45.8,17.2,53.1,8.4,10002.0,718.0,924.0,74.0,924.0,1.8,2.3,15.0,2.9,Miller 67
PI548395,0,D,W,T,E,N,Br,S,Rbr,Rbr,44.3,17.5,42.0,7.6,11001.0,708.0,906.0,64.0,906.0,2.5,3.5,22.5,1.1,Ogemaw
PI548396,I,D,P,T,E,N,Br,S,Y,Bl,40.8,21.8,45.7,6.2,11002.0,630.0,906.0,66.0,906.0,1.5,3.3,17.9,1.96,Ontario
PI548397,III,D,W,G,Sa,Sp,Tn,D,Y,Y,43.9,18.1,51.6,10.6,11003.0,720.0,1002.0,94.0,1002.0,4.3,2.8,25.7,2.0,Osaya
PI548399,0,D,P,T,E,N,Br,S,Gn,Bl,52.2,15.5,45.5,7.6,11001.0,703.0,827.0,48.0,827.0,2.0,3.5,17.9,0.68,Pando
PI548402,IV,D,W,T,E,N,Br,S,Bl,Bl,38.2,18.5,55.3,11.8,11003.0,807.0,1014.0,91.0,1014.0,2.7,2.3,7.8,2.24,Peking
PI548402S,V,D,W,T,Sa,N,Br,S,Bl,Bl,44.5,14.1,57.5,10.2,492374.0,627.0,913.0,76.0,913.0,1.5,3.3,7.9,2.04,Peking
PI548405,I,D,P,T,E,Ssp,Br,S,Y,Br,42.1,21.7,45.0,6.1,11002.0,707.0,909.0,53.0,909.0,1.3,3.5,21.7,1.34,Portugal
PI548407,I,D,P,T,E,N,Br,D,Gn,Bl,39.5,21.4,45.3,6.1,11002.0,705.0,905.0,43.0,905.0,1.1,2.8,26.1,1.73,Sac
PI548409,IV,D,W,T,E,N,Br,D,Bl,Bl,44.3,19.2,50.6,9.5,11003.0,716.0,1008.0,58.0,1008.0,3.5,2.5,24.2,1.9,Sato
PI548413,IV,D,W,T,E,Ssp,Tn,S,Gn,Bl,41.9,19.4,53.6,9.1,11003.0,728.0,1018.0,79.0,1018.0,4.3,2.5,27.0,2.17,Shiro
PI548414,0,D,P,T,E,N,Br,S,Gn,Bl,52.2,15.9,46.0,7.6,11001.0,703.0,902.0,51.0,902.0,2.0,3.5,19.9,0.63,Sioux
PI548416,II,D,W,G,E,N,Tn,S,Y,Bf,39.1,17.4,44.2,7.6,11002.0,715.0,913.0,71.0,913.0,2.0,2.3,15.8,1.58,Sousei
PI548417,I,D,P,T,E,N,Br,S,Br,Br,42.8,21.2,43.1,5.9,11002.0,702.0,906.0,69.0,906.0,3.0,2.3,11.9,2.45,Soysota
PI548418,II,D,P,T,E,Ssp,Br,S,Gn,Bl,42.6,19.6,43.2,6.1,11002.0,714.0,917.0,48.0,917.0,1.5,2.5,21.7,1.74,Tastee
PI548419,II,D,W,G,E,N,Tn,S,Y,Bf,41.4,19.2,45.7,6.6,11002.0,710.0,915.0,51.0,915.0,1.6,2.8,19.5,2.26,Toku
PI548420,I,D,W,G,A,N,Br,I,Y,Bf,47.0,16.4,42.6,6.5,11002.0,709.0,907.0,64.0,907.0,1.8,3.0,24.7,1.22,Tortoise Egg
PI548423,II,D,P,G,E,N,Br,I,Y,Y,40.6,19.5,44.1,6.8,11002.0,710.0,912.0,53.0,912.0,1.3,2.8,20.0,1.94,Waseda
PI548425,III,D,P,G,E,N,Br,D,Y,Y,43.0,19.1,54.5,9.3,11002.0,716.0,1002.0,71.0,1002.0,3.0,2.5,24.9,2.25,Willomi
PI548426,III,D,P,G,E,N,Br,D,Y,Y,43.2,18.9,48.6,7.4,10002.0,715.0,922.0,52.0,922.0,1.3,2.8,23.8,3.17,Willomi B
PI548432,III,D,P,Lt,E,N,Tn,S,Bl,Bl,44.1,18.3,56.3,7.5,11003.0,722.0,921.0,69.0,921.0,3.0,2.0,13.2,2.26,Wing Jet
PI548434,III,D,P,G,E,N,Br,D,Y,Y,41.4,20.3,50.0,8.8,11003.0,713.0,1002.0,58.0,1002.0,2.5,2.5,26.1,2.26,Wolverine
PI548435,II,D,W,G,E,N,Tn,S,Y,Lbf,43.3,17.1,46.5,7.9,11002.0,715.0,914.0,74.0,914.0,2.2,2.0,15.4,1.81,Yellow Marvel
PI548438,VI,D,W,G,E,Ssp,Tn,I,Y,Bf,46.4,17.2,60.2,7.8,491453.0,720.0,1009.0,77.0,1009.0,2.0,1.8,10.8,1.31,Arksoy
PI548440,VI,D,W,T,E,N,Tn,S,Y,Bl,45.2,16.4,57.1,8.9,491453.0,728.0,1003.0,73.0,1003.0,1.5,2.5,7.2,0.88,Armredo
PI548441,V,D,W,G,E,Ssp,Br,D,Gn,Bf,42.9,19.9,51.8,4.8,492374.0,627.0,909.0,98.0,909.0,3.5,3.3,15.1,1.56,Austin
PI548445,VII,D,P,T,A,N,Tn,I,Y,Br,47.7,15.6,54.5,6.5,491454.0,813.0,1023.0,91.0,1023.0,3.0,2.3,11.3,1.81,CNS
PI548447,VIII,D,P,G,A,N,Bl,S,Gn,Bf,48.4,14.9,57.2,8.0,491454.0,824.0,1105.0,138.0,1105.0,2.5,2.5,18.1,1.75,Cherokee
PI548450,VI,D,W,G,E,Ssp,Br,I,Y,Bf,45.6,16.2,59.3,6.9,491453.0,725.0,1007.0,59.0,1007.0,2.0,2.0,10.4,0.86,Delsoy
PI548451,VIII,D,P,G,A,N,Tn,S,Y,Bf,43.2,17.6,61.2,7.5,491454.0,812.0,1102.0,114.0,1102.0,3.0,2.5,17.1,2.26,Delsta
PI548453,VI,D,P,G,Sa,Dn,Tn,I,Lgn,Bf,43.8,18.7,60.0,8.8,491453.0,720.0,1007.0,61.0,1007.0,3.0,1.8,11.1,1.26,Easycook
PI548456,VI,D,W,T,E,Ssp,Br,I,Y,Br,41.5,20.0,58.6,7.6,491453.0,712.0,930.0,60.0,930.0,1.0,2.0,14.1,1.18,Haberlandt
PI548457,VI,D,P,T,E,Sp,Br,I,Gn,Bl,45.2,18.9,58.6,7.4,491453.0,713.0,1007.0,59.0,1007.0,1.5,2.5,28.2,0.96,Hahto
PI548458,V,D,P,T,Sa,Ssp,Br,I,Y,Br,43.8,18.5,54.0,7.2,492374.0,706.0,927.0,101.0,927.0,3.5,2.5,16.7,2.2,Harrel
PI548460,V,D,W,G,E,Ssp,Tn,I,Y,Y,44.8,17.3,52.0,6.7,492374.0,623.0,928.0,55.0,928.0,2.0,2.5,11.7,1.19,Hollybrook
PI548462,VIII,D,P,T,A,N,Tn,S,Y,Br,42.9,17.7,56.7,6.9,491454.0,819.0,1029.0,121.0,1029.0,4.0,3.0,17.5,2.15,J.E.W. 45
PI548464,V,D,W,G,Sa,N,Br,I,Gn,Gn,44.0,18.1,54.8,7.3,492374.0,623.0,814.0,42.0,814.0,1.0,4.3,11.2,1.32,Lexington
PI548466,V,D,W,T,E,Ssp,Br,D,Y,Br,43.9,19.1,54.5,5.7,492374.0,625.0,925.0,68.0,925.0,2.5,3.3,14.4,1.7,Luthy
PI548468,VIII,D,P,T,A,N,Br,S,Y,Br,45.9,16.0,59.4,7.3,491454.0,816.0,1101.0,129.0,1101.0,3.0,2.5,15.7,2.04,Mamloxi
PI548469,VII,D,W,G,A,N,Tn,S,Y,Bf,45.2,16.5,54.0,6.9,491454.0,801.0,1020.0,106.0,1020.0,3.0,2.3,17.4,1.62,Mammoth Yellow
PI548470,VIII,D,P,G,A,N,Lbr,S,Y,Bf,44.4,16.5,60.7,7.5,491454.0,816.0,1101.0,106.0,1101.0,3.0,2.5,15.3,2.09,Mamotan 6640
PI548471,VI,D,W,T,E,N,Tn,D,Y,Br,44.9,17.2,55.3,7.5,491453.0,725.0,1019.0,87.0,1019.0,3.0,1.8,10.5,1.16,Mamredo
PI548473,VII,D,P,T,A,N,Br,S,Y,Bl,45.8,14.3,53.7,8.5,491454.0,811.0,1015.0,107.0,1015.0,4.0,2.5,12.5,1.64,Monetta
PI548475,V,D,P,T,E,Ssp,Br,D,Y,Br,45.4,18.2,48.4,5.7,492374.0,706.0,923.0,106.0,923.0,4.0,2.8,18.1,2.07,Nansemond
PI548476,VIII,D,W,T,A,N,Tn,I,Y,Br,46.0,17.1,58.0,7.2,491454.0,817.0,1103.0,110.0,1103.0,3.0,2.5,15.6,2.03,Nela
PI548477,VI,D,P,G,E,N,Br,I,Lgn,Ib,44.2,18.6,58.0,8.3,491453.0,722.0,1010.0,67.0,1010.0,1.5,2.0,11.4,1.61,Ogden
PI548484,VI,D,W,G,Sa,N,Tn,I,Y,Bf,46.3,17.3,59.8,7.6,491453.0,721.0,1008.0,73.0,1008.0,2.0,1.8,10.8,1.09,Ralsoy
PI548485,VII,D,W,G,E,N,Br,S,Y,Lbf,44.3,17.9,57.1,7.8,491454.0,727.0,1021.0,108.0,1021.0,2.0,2.5,13.2,2.52,Roanoke
PI548486,VI,D,P,G,E,Ssp,Br,I,Y,Bf,45.7,18.2,53.5,6.6,491453.0,720.0,1019.0,73.0,1019.0,3.0,3.5,36.9,0.74,Rokusun
PI548487,VI,D,W,T,E,Ssp,Br,I,Y,Br,44.5,17.6,55.2,6.7,491453.0,722.0,1012.0,77.0,1012.0,2.0,2.0,11.7,0.79,Rose Non Pop
PI548489,VIII,D,P,T,A,N,Tn,S,Y,Br,48.6,15.4,58.1,8.2,491454.0,816.0,1104.0,135.0,1104.0,3.0,2.8,16.3,2.21,Seminole
PI548491,VII,D,P,T,E,N,Br,I,Bl,Bl,46.6,17.5,54.3,6.7,491454.0,801.0,1019.0,108.0,1019.0,2.0,2.0,20.1,1.48,Tarheel Black
PI548493,VII,D,P,G,E,N,Br,I,Gn,Gn,44.8,18.0,56.8,7.9,491454.0,725.0,1020.0,106.0,1020.0,2.0,2.5,17.6,2.41,Tokyo
PI548494,VII,D,W,G,E,N,Br,I,Y,Y,41.9,19.1,55.6,7.4,491454.0,720.0,1021.0,110.0,1021.0,2.0,2.5,13.4,2.35,Volstate
PI548496,VII,D,W,G,A,N,Tn,I,Y,Bf,44.2,17.3,56.1,6.4,491454.0,804.0,1024.0,109.0,1024.0,2.0,2.0,15.6,1.69,Woods Yellow
PI548516,I,D,W,G,E,N,Br,S,Y,Bf,39.8,21.3,44.6,7.4,11002.0,630.0,910.0,81.0,910.0,1.2,2.3,15.1,2.07,Blackhawk
PI548556,III,D,P,T,E,N,Tn,S,Y,Bl,41.6,20.4,57.2,8.5,26002.0,709.0,1004.0,58.0,1004.0,1.3,1.5,16.7,4.13,Elf
PI548565,II,D,P,T,E,N,Tn,S,Y,Bl,43.0,21.5,58.9,6.6,12003.0,705.0,918.0,52.0,918.0,1.0,1.5,15.3,3.52,Gnome
PI548604,IV,D,W,G,E,N,Tn,S,Y,Bf,40.9,18.2,57.8,8.7,25002.0,722.0,1018.0,88.0,1018.0,2.5,2.5,10.3,2.65,Pershing
PI548624,III,D,P,G,E,Ssp,Br,D,Gn,Lbf,43.3,19.1,51.5,7.3,10002.0,710.0,923.0,70.0,923.0,2.3,3.5,34.6,2.54,Verde
PI548627,IV,D,P,G,E,Sdn,Tn,S,Y,Y,42.7,17.8,53.1,7.0,10003.0,726.0,1010.0,84.0,1010.0,1.5,2.3,19.1,2.4,Ware
PI548645,IV,D,P,T,E,N,Tn,S,Y,Br,43.9,21.0,58.3,7.9,492170.0,726.0,1023.0,103.0,1023.0,2.5,2.3,11.6,3.34,Pharaoh
PI548653,V,D,W,G,A,N,Tn,I,Y,Bf,39.4,20.3,55.2,5.7,492374.0,623.0,923.0,71.0,923.0,2.5,2.0,11.1,2.46,Dorman
PI548654,V,D,W,T,E,N,Tn,I,Y,Br,39.0,21.6,52.9,5.5,492374.0,701.0,910.0,79.0,910.0,1.5,2.5,12.3,3.22,Hill
PI548655,V,D,W,T,Sa,N,Tn,I,Lgn,Bl,39.8,19.7,56.9,6.2,492374.0,624.0,929.0,68.0,929.0,1.5,1.8,11.8,3.5,Forrest
PI548656,VI,D,P,T,E,N,Tn,S,Y,Bl,45.1,19.1,55.6,7.1,491453.0,722.0,1010.0,70.0,1010.0,2.5,1.8,9.8,1.55,Lee
PI548657,VII,D,W,G,Sa,N,Br,S,Y,Bf,41.9,19.8,58.2,7.4,491454.0,723.0,1021.0,120.0,1021.0,2.0,2.5,14.2,2.75,Jackson
PI548658,VI,D,P,T,E,N,Tn,S,Y,Bl,43.4,19.7,55.9,6.5,491454.0,720.0,1014.0,86.0,1014.0,2.0,2.3,13.8,2.9,Lee 74
PI548659,VII,D,P,T,E,N,Tn,I,Y,Bl,45.4,17.4,55.3,7.6,491454.0,721.0,1021.0,115.0,1021.0,1.5,2.5,15.0,2.39,Braxton
PI548660,VII,D,W,T,Sa,N,Tn,S,Y,Bl,44.7,17.9,55.3,7.9,491454.0,722.0,1020.0,110.0,1020.0,2.5,2.0,11.4,2.18,Bragg
PI548661,VII,D,P,G,E,Ssp,Tn,S,Y,Ib,45.2,17.3,57.1,7.8,491454.0,801.0,1015.0,94.0,1015.0,2.0,2.0,12.2,1.7,Semmes
PI548662,VIII,D,P,T,E,N,Tn,I,Y,Bl,44.4,18.5,58.9,7.7,491454.0,731.0,1029.0,107.0,1029.0,3.0,2.5,14.8,2.25,Hutton
PI548663,VIII,D,W,G,E,N,Tn,I,Y,Bf,41.2,19.9,59.9,8.5,491454.0,801.0,1104.0,123.0,1104.0,3.0,3.0,12.5,2.33,Dowling
PI548664,VIII,D,W,G,E,N,Tn,I,Y,Bf,41.7,19.6,58.2,8.2,491454.0,801.0,1101.0,123.0,1101.0,2.0,2.0,12.7,2.86,Cobb
PI548665,VIII,D,P,T,E,N,Tn,S,Y,Bl,42.9,19.2,58.6,8.1,491454.0,727.0,1029.0,110.0,1029.0,2.0,2.0,11.0,2.81,Kirby
